case,hd95_mm,note
sub-r009s037,56.68333088307355,
sub-r009s038,95.35197952848173,
sub-r009s039,96.44687656943589,
sub-r009s040,67.03730304837748,
sub-r009s041,105.94810050208545,
sub-r009s043,66.51315659326356,
sub-r009s044,42.2965719651132,
sub-r009s045,57.905094767213704,
sub-r009s046,67.49814812274482,
sub-r009s048,83.24061508662703,
sub-r009s049,69.77822009767804,
sub-r009s050,73.2666363360568,
sub-r009s051,46.968074263269514,
sub-r009s052,11.789826122551595,
sub-r009s053,59.632206063502295,
sub-r009s054,94.43516294262429,
sub-r009s055,86.5678924313166,
sub-r009s056,65.03076195155643,
sub-r009s057,33.54101966249684,
sub-r009s058,51.54609587543949,
sub-r009s060,64.4437739428721,
sub-r009s061,77.72387020729218,
sub-r009s062,91.98912979260103,
sub-r009s063,72.18725649309579,
sub-r009s064,90.3216474606171,
sub-r009s065,58.60034129593445,
sub-r009s066,54.59853477887479,
sub-r009s067,54.037024344425184,
sub-r009s071,88.73556220591607,
sub-r009s072,50.17967716117751,
sub-r009s073,95.77577981932593,
sub-r009s074,100.32447358446493,
sub-r009s075,69.89992846920518,
sub-r009s076,89.94442728707543,
sub-r009s077,95.0263121456368,
sub-r009s078,63.54525946126902,
sub-r009s079,83.00602387778854,
sub-r009s082,77.69169839822013,
sub-r009s083,36.40054944640259,
sub-r009s084,69.60603422117941,
sub-r009s085,75.71657678474378,
sub-r009s086,82.92767933567175,
sub-r009s087,63.89053137985315,
sub-r009s088,46.51881339845203,
sub-r009s089,55.17245689653489,
sub-r009s090,69.4118145563131,
sub-r009s091,107.9166344916297,
sub-r009s092,62.07253821135398,
sub-r009s093,62.928530890209096,
sub-r009s094,39.45883931389772,
sub-r009s095,102.76672613253767,
sub-r009s096,37.013511046643494,
sub-r009s097,50.96076922496363,
sub-r009s098,85.3580693314932,
sub-r009s099,59.07622195096772,
sub-r009s100,67.26068688320095,
sub-r009s102,60.166435825965294,
sub-r009s103,43.02324952859791,
sub-r009s105,56.929781309961136,
sub-r009s106,77.20751258783046,
sub-r009s107,96.34313675607619,
sub-r009s108,5.0990195135927845,
sub-r009s109,51.92301994298868,
sub-r009s110,80.83316151184488,
sub-r009s111,115.68059474259285,
sub-r009s113,63.13477647065839,
sub-r009s114,22.338307903688676,
sub-r009s115,95.83840566286565,
sub-r009s117,99.76973488989535,
sub-r009s118,30.347981810987037,
sub-r009s119,35.35533905932738,
sub-r009s120,69.05070600652827,
sub-r009s121,77.18160402582988,
sub-r009s122,73.9932429347437,
sub-r009s123,33.85262175962151,
sub-r009s124,48.88762624632127,
sub-r009s125,33.71943060017473,
sub-r009s126,60.909769331364245,
sub-r010s001,69.95712972957081,
sub-r010s002,29.732137494637012,
sub-r010s003,23.043437243605826,
sub-r010s004,75.05997601918082,
sub-r010s005,39.05124837953327,
sub-r010s006,54.70831746635972,
sub-r010s007,7.0710678118654755,
sub-r010s008,89.3364427319557,
sub-r010s009,75.69015788066504,
sub-r010s010,70.5620294492725,
sub-r010s011,90.24965373894794,
sub-r010s012,46.49731175025068,
sub-r010s013,10.44030650891055,
sub-r010s014,26.30589287593181,
sub-r010s016,13.674794331177344,
sub-r010s018,51.884487084291386,
sub-r010s019,68.4178339323893,
sub-r010s021,65.33758489567853,
sub-r010s022,73.1983606373804,
sub-r010s023,73.08898685848642,
sub-r010s024,12.24744871391589,
sub-r010s026,25.514701644346147,
sub-r010s027,66.52067347825036,
sub-r010s028,65.5133574166368,
sub-r010s029,65.19202405202648,
sub-r010s032,93.83496150156401,
sub-r011s001,79.93122043357026,
sub-r011s002,69.28924880528002,
sub-r011s003,67.446274915669,
sub-r011s008,40.570925550201586,
sub-r011s010,3.1622776601683795,
sub-r011s011,74.92663077971676,
sub-r011s012,82.35289915965315,
sub-r011s013,55.20869496736904,
sub-r011s014,14.52583904633395,
sub-r011s015,54.20332093147061,
sub-r011s016,34.02939905434711,
sub-r011s017,47.10626285325551,
sub-r011s018,34.08812109811862,
sub-r011s019,22.40535650240808,
sub-r011s020,40.422765862815474,
sub-r011s021,77.14920608794364,
sub-r011s022,60.83584469702052,
sub-r011s023,70.07139216541941,
sub-r011s024,90.21640649017229,
sub-r011s025,70.60453243241541,
sub-r011s026,45.727453460694704,
sub-r011s027,56.16048432839589,
sub-r011s028,42.07136793592526,
sub-r011s029,69.17369442208505,
sub-r011s030,36.4828726939094,
sub-r011s031,45.45327270945405,
sub-r011s032,85.27602242131137,
sub-r011s033,97.30878685915265,
sub-r011s034,64.68384651518491,
sub-r014s002,97.61147473529944,
sub-r014s004,108.48963084092415,
sub-r014s008,57.73214009544424,
sub-r014s010,31.304951684997057,
sub-r014s015,72.9520390393579,
sub-r015s001,80.76509146902515,
sub-r015s006,52.716221412388805,
sub-r015s008,20.808652046684813,
sub-r015s009,41.09744517606904,
sub-r015s010,6.4031242374328485,
sub-r015s011,8.246211251235321,
sub-r015s016,8.602325267042627,
sub-r015s018,24.413111231467404,
sub-r015s019,68.70953354520753,
sub-r015s025,66.52067347825036,
sub-r015s026,24.779023386727733,
sub-r015s027,24.49489742783178,
sub-r017s104,61.163714733492114,
sub-r017s105,82.87943049997388,
sub-r017s106,10.0,
sub-r017s110,5.477225575051661,
sub-r017s116,13.674794331177344,
sub-r017s117,63.28506932918696,
sub-r017s118,61.554853586049575,
sub-r017s119,31.591137997862628,
sub-r018s001,3.1622776601683795,
sub-r018s007,8.12403840463596,
sub-r018s008,10.44030650891055,
sub-r018s010,94.83670175622937,
sub-r018s011,14.89966442575134,
sub-r018s012,4.242640687119285,
sub-r019s001,96.83491106000976,
sub-r019s004,27.03701166919155,
sub-r019s007,56.65686189686118,
sub-r019s008,64.7533782902483,
sub-r019s009,8.306623862918075,
sub-r019s010,83.33066662399864,
sub-r019s012,51.43928459844674,
sub-r023s001,72.53964433328854,
sub-r023s002,65.26101439603893,
sub-r023s003,7.810249675906654,
sub-r023s007,25.729360660537214,
sub-r023s008,6.0,
sub-r023s009,39.93745109543172,
sub-r023s014,65.92419889539804,
sub-r023s017,3.7416573867739413,
sub-r024s002,50.457903246171455,
sub-r024s003,32.64965543462902,
sub-r024s005,84.40971508067067,
sub-r024s008,54.26785420486054,
sub-r024s011,62.13694553162394,
sub-r024s012,38.91015291668744,
sub-r024s013,68.27151675479314,
sub-r024s014,61.106464469808756,
sub-r024s018,4.358898943540674,
sub-r024s019,50.86255990411808,
sub-r024s021,71.47726911403373,
sub-r027s001,3.0,
sub-r027s006,59.38013135721409,
sub-r027s009,5.0990195135927845,
sub-r027s013,44.56455991031439,
sub-r027s015,52.028838157314254,
sub-r027s017,38.91015291668744,
sub-r027s023,14.628738838327793,
sub-r027s031,86.37708029332781,
sub-r027s032,68.1615727518079,
sub-r027s035,9.433981132056603,
sub-r027s041,24.186773244895647,
sub-r027s042,33.74907406137241,
sub-r027s047,28.284271247461902,
sub-r027s048,58.73670062235365,
sub-r027s050,9.539392014169456,
sub-r027s052,45.05552130427524,
sub-r028s002,52.62128846769148,
sub-r028s004,51.15662224971465,
sub-r028s005,81.14801291467339,
sub-r028s007,30.166206257996713,
sub-r028s008,13.45362404707371,
sub-r028s009,79.40403012442127,
sub-r028s011,92.30926280715278,
sub-r028s012,58.008620049092706,
sub-r028s013,82.93370846646133,
sub-r028s014,84.9352694703443,
sub-r028s017,13.038404810405298,
sub-r028s020,73.27346040688948,
sub-r028s026,70.25667228100119,
sub-r029s003,11.575836902790225,
sub-r029s004,6.0,
sub-r029s007,19.467922333931785,
sub-r029s009,62.3377895020348,
sub-r029s010,67.29784543356496,
sub-r031s001,8.94427190999916,
sub-r031s002,35.45419580247167,
sub-r031s003,13.92838827718412,
sub-r031s004,62.27358990776106,
sub-r031s005,67.05221845696084,
sub-r031s006,10.344080432788601,
sub-r031s007,9.486832980505138,
sub-r031s008,61.08191221630181,
sub-r031s009,39.57271787481876,
sub-r031s010,78.28793010419933,
sub-r031s011,29.274562336608895,
sub-r031s012,86.37129152675674,
sub-r031s013,6.782329983125268,
sub-r031s014,62.048368229954285,
sub-r031s015,67.54257916307313,
sub-r031s016,37.66961640367472,
sub-r031s017,40.792156108742276,
sub-r031s018,4.0,
sub-r031s019,65.79513659838392,
sub-r031s020,34.79942528261063,
sub-r031s021,24.454038521274967,
sub-r031s022,4.0,
sub-r031s023,80.2807573457052,
sub-r031s024,7.0710678118654755,
sub-r031s025,45.661800227323496,
sub-r031s026,84.4748483277715,
sub-r031s027,85.82540416450132,
sub-r031s028,77.272245987806,
sub-r031s029,46.216880033165374,
sub-r031s030,6.48074069840786,
sub-r031s031,59.06775770248944,
sub-r031s032,57.8013840664737,
sub-r031s033,39.64845520319802,
sub-r031s034,6.557438524302,
sub-r031s035,86.86195945291587,
sub-r031s036,42.96510211788167,
sub-r031s037,57.905094767213704,
sub-r034s003,16.522711641858304,
sub-r034s006,54.91812087098393,
sub-r034s007,62.353829072479584,
sub-r034s008,80.1373820385967,
sub-r034s009,26.888659319497503,
sub-r034s010,41.892720131306824,
sub-r034s011,42.555845661906424,
sub-r034s012,82.68010643437755,
sub-r034s013,4.0,
sub-r034s014,51.78802950489621,
sub-r034s015,78.01281945936834,
sub-r034s021,47.391982444291145,
sub-r034s022,56.19608527290847,
sub-r034s025,78.03204469959762,
sub-r034s026,15.811388300841896,
sub-r034s032,67.91906948714772,
sub-r034s033,60.876925020897694,
sub-r034s036,91.44397191723465,
sub-r034s037,53.79591062525106,
sub-r034s039,7.0,
sub-r034s040,25.019992006393608,
sub-r034s046,63.694583757176716,
sub-r034s047,50.80354318352215,
sub-r034s048,68.97825744392213,
sub-r035s003,95.4148835350125,
sub-r035s005,20.273134932713294,
sub-r035s006,3.1622776601683795,
sub-r035s007,38.118237105091836,
sub-r035s011,59.23681287847955,
sub-r035s012,12.529964086141668,
sub-r035s013,52.08646657242167,
sub-r035s014,9.0,
sub-r038s005,6.708203932499369,
sub-r038s006,60.96720429870473,
sub-r038s007,65.87108622149782,
sub-r038s010,102.09799214480175,
sub-r038s014,43.05810028322197,
sub-r038s016,57.4978260458602,
sub-r038s017,8.602325267042627,
sub-r038s018,45.880278987817846,
sub-r038s020,59.14389233048498,
sub-r038s021,68.89121859859934,
sub-r038s022,7.0710678118654755,
sub-r038s023,84.33860326090301,
sub-r038s024,81.32650244538985,
sub-r038s025,5.916079783099616,
sub-r038s026,103.9471019317037,
sub-r038s028,47.80167361086848,
sub-r038s032,77.83315488916018,
sub-r038s033,51.478150704935004,
sub-r038s035,68.84765791223403,
sub-r038s036,86.49277426467485,
sub-r038s040,5.385164807134504,
sub-r038s041,70.22107945624305,
sub-r038s043,49.61854492022111,
sub-r038s047,44.48595283907045,
sub-r038s048,39.44616584663204,
sub-r038s049,57.445626465380286,
sub-r038s054,38.600518131237564,
sub-r038s056,14.798648586948742,
sub-r038s057,63.93746945258312,
sub-r038s058,68.52736679604726,
sub-r038s060,15.556349186104045,
sub-r038s061,39.93745109543172,
sub-r038s064,33.24154027718932,
sub-r038s065,39.63584236521283,
sub-r038s067,56.32051136131489,
sub-r038s068,107.81929326423912,
sub-r038s069,64.57553716385176,
sub-r038s071,71.95832127002409,
sub-r038s074,31.32091952673165,
sub-r038s078,5.744562646538029,
sub-r038s081,63.53739056650029,
sub-r038s082,101.36074190730847,
sub-r038s084,7.0710678118654755,
sub-r038s085,35.81898937714463,
sub-r038s089,29.393876913398138,
sub-r038s091,35.58089374931439,
sub-r038s093,93.55746896961247,
sub-r038s096,43.94314508543966,
sub-r038s097,82.03657720797473,
sub-r039s002,75.40557008603542,
sub-r039s003,57.82732917920384,
sub-r040s001,43.965895873961216,
sub-r040s002,53.52569476429054,
sub-r040s004,55.362442142665635,
sub-r040s008,82.04267182387468,
sub-r040s010,9.219544457292887,
sub-r040s011,62.385895841928885,
sub-r040s013,60.975404877704584,
sub-r040s015,8.774964387392123,
sub-r040s016,44.48595283907045,
sub-r040s017,66.73829485385434,
sub-r040s020,58.06031346797914,
sub-r040s022,78.91134265744057,
sub-r040s024,63.3798075099633,
sub-r040s028,28.635642126552707,
sub-r040s030,17.378147196982766,
sub-r040s031,10.63014581273465,
sub-r040s032,38.01315561749642,
sub-r040s037,10.954451150103322,
sub-r040s039,95.46203433826454,
sub-r040s042,69.49100661236676,
sub-r040s043,47.8748368143433,
sub-r040s044,17.029386365926403,
sub-r040s045,86.14522621712709,
sub-r040s046,80.26207074328447,
sub-r040s047,106.90650120549265,
sub-r040s048,56.96490147450446,
sub-r040s049,77.70456872024965,
sub-r040s051,51.42956348249516,
sub-r040s053,17.08800749063506,
sub-r040s054,76.68767828015137,
sub-r040s056,118.38074167701434,
sub-r040s059,27.586228448267445,
sub-r040s063,84.57541013793548,
sub-r040s064,75.05997601918082,
sub-r040s067,6.782329983125268,
sub-r040s069,6.6332495807108,
sub-r040s070,92.11405973031478,
sub-r040s071,60.091596750294464,
sub-r040s072,78.67019766086774,
sub-r040s074,73.83088784512888,
sub-r040s075,11.489125293076057,
sub-r040s076,48.92851929090027,
sub-r040s078,66.2268827591938,
sub-r040s085,76.08547824650904,
sub-r040s086,5.477225575051661,
sub-r042s001,82.22530024268686,
sub-r042s003,72.31873892705818,
sub-r042s004,94.5568612000208,
sub-r042s008,4.123105625617661,
sub-r042s010,22.360679774997898,
sub-r042s011,58.52349955359813,
sub-r042s013,27.76688675382964,
sub-r042s015,31.701734968294716,
sub-r042s018,4.123105625617661,
sub-r042s021,10.770329614269007,
sub-r042s023,12.0,
sub-r042s025,7.0710678118654755,
sub-r042s028,8.18535277187245,
sub-r042s029,8.54400374531753,
sub-r042s030,53.1224999411737,
sub-r042s032,3.7416573867739413,
sub-r042s033,46.184412955021955,
sub-r042s035,39.63584236521283,
sub-r044s002,11.74734012447073,
sub-r044s003,9.0,
sub-r045s002,4.0,
sub-r045s003,31.0,
sub-r046s001,41.02438299353203,
sub-r046s005,15.524174696260024,
sub-r046s006,90.92854337335444,
sub-r046s007,60.6217782649107,
sub-r046s008,59.0,
sub-r046s011,30.675723300355934,
sub-r046s012,91.41115905621152,
sub-r047s001,4.0,
sub-r047s006,80.06247560499239,
sub-r047s007,12.68857754044952,
sub-r047s010,11.575836902790225,
sub-r047s013,64.40496875241847,
sub-r047s014,12.206555615733702,
sub-r047s015,44.294469180700204,
sub-r047s016,52.478567053607705,
sub-r047s017,67.4166151627327,
sub-r047s018,40.11234224026316,
sub-r047s021,3.605551275463989,
sub-r047s026,16.30950643030009,
sub-r047s027,13.92838827718412,
sub-r047s031,9.486832980505138,
sub-r047s035,7.615773105863909,
sub-r047s036,80.56053624449132,
sub-r047s037,24.899799195977465,
sub-r047s038,9.433981132056603,
sub-r047s039,49.77951385861457,
sub-r047s041,4.0,
sub-r047s043,42.37924020083418,
sub-r047s044,20.663978319771825,
sub-r047s046,61.25357132445422,
sub-r047s048,74.36396977031282,
sub-r047s050,71.56116265125938,
sub-r048s002,31.464265445104548,
sub-r048s004,2.8284271247461903,
sub-r048s006,91.21951545584969,
sub-r048s008,8.94427190999916,
sub-r048s010,11.357816691600547,
sub-r048s011,100.2496882788171,
sub-r048s012,5.385164807134504,
sub-r048s014,78.18567643756751,
sub-r048s015,57.043842787806646,
sub-r048s016,7.0,
sub-r048s018,3.7416573867739413,
sub-r048s021,28.19574435974337,
sub-r048s022,56.868268832451726,
sub-r048s029,45.044422518220834,
sub-r048s031,81.36952746575342,
sub-r048s032,66.37770710110436,
sub-r048s034,22.561028345356956,
sub-r048s035,55.767373974394744,
sub-r048s036,55.62373594069352,
sub-r048s037,76.87002016391045,
sub-r048s038,24.413111231467404,
sub-r048s039,20.46948949045872,
sub-r048s043,65.96969000988257,
sub-r049s005,107.93516572461452,
sub-r049s007,55.68662316930342,
sub-r049s010,84.60496439334987,
sub-r049s011,58.45511098270193,
sub-r049s012,65.76473218982953,
sub-r049s016,57.91372894228103,
sub-r049s018,75.82875444051551,
sub-r049s020,73.87827826905551,
sub-r049s024,79.90619500389191,
sub-r049s025,71.14773362518304,
sub-r049s026,76.6550715869472,
sub-r049s028,44.11349000022555,
sub-r050s002,92.37965143904798,
sub-r050s003,101.00495037373169,
sub-r050s005,91.02197536858887,
sub-r050s006,87.25823743349392,
sub-r050s008,110.06816070054046,
sub-r050s009,99.44847912361456,
sub-r050s015,81.4555093287127,
sub-r052s001,59.00847396772772,
sub-r052s002,39.293765408777,
sub-r052s007,62.20932405998316,
sub-r052s010,7.615773105863909,
sub-r052s011,54.85435260760991,
sub-r052s014,62.44197306299666,
sub-r052s015,43.70354676682432,
sub-r052s016,65.7723346096214,
sub-r052s019,53.54437412091022,
sub-r052s021,45.39823785126467,
sub-r052s023,111.05404089901457,
sub-r052s025,60.332412515993425,
sub-r052s026,15.524174696260024,
sub-r052s027,87.06893820416096,
sub-r052s029,42.37924020083418,
sub-r052s031,8.94427190999916,
sub-r052s032,10.63014581273465,
