case,hd95_mm,note
sub-r027s035,8.660254037844387,
sub-r027s041,36.51027252705737,
sub-r027s042,36.05551275463989,
sub-r027s047,9.848857801796104,
sub-r027s048,9.16515138991168,
sub-r027s050,12.165525060596439,
sub-r027s052,44.294469180700204,
sub-r028s002,14.071247279470288,
sub-r028s004,52.3354564325181,
sub-r028s005,70.20683727387241,
sub-r028s007,13.416407864998739,
sub-r028s008,11.874342087037917,
sub-r028s009,83.21057625085888,
sub-r028s011,74.30343195303969,
sub-r028s012,58.90670590009256,
sub-r028s013,44.01136216933077,
sub-r028s014,82.06095295571457,
sub-r028s017,12.84523257866513,
sub-r028s020,12.12435565298214,
sub-r028s026,57.619441163551734,
sub-r029s003,6.324555320336759,
sub-r029s004,6.4031242374328485,
sub-r029s007,76.10519036176179,
sub-r029s009,61.48983655857283,
sub-r029s010,54.56189146281496,
sub-r031s001,9.539392014169456,
sub-r031s002,32.38826948140329,
sub-r031s003,6.4031242374328485,
sub-r031s004,38.28837943815329,
sub-r031s005,25.98076211353316,
sub-r031s006,10.954451150103322,
sub-r031s007,9.055385138137417,
sub-r031s008,62.51399843235114,
sub-r031s009,12.68857754044952,
sub-r031s010,45.16635916254486,
sub-r031s011,39.81205847478876,
sub-r031s012,36.61966684720111,
sub-r031s013,6.0,
sub-r031s014,23.874672772626646,
sub-r031s015,38.34057902536163,
sub-r031s016,36.15245496505044,
sub-r031s017,44.19275958796871,
sub-r031s018,32.68026927673638,
sub-r031s019,4.123105625617661,
sub-r031s020,44.91102314577124,
sub-r031s021,22.11334438749598,
sub-r031s022,3.7416573867739413,
sub-r031s023,53.52569476429054,
sub-r031s024,6.708203932499369,
sub-r031s025,26.476404589747453,
sub-r031s026,36.89173349139343,
sub-r031s027,42.579337712087536,
sub-r031s028,18.384776310850235,
sub-r031s029,72.75300681071539,
sub-r031s030,8.48528137423857,
sub-r031s031,18.973665961010276,
sub-r031s032,51.778373863998475,
sub-r031s033,64.07807737440318,
sub-r031s034,6.4031242374328485,
sub-r031s035,17.578395831246947,
sub-r031s036,32.046840717924134,
sub-r031s037,9.0,
sub-r034s003,16.1245154965971,
sub-r034s006,58.83026432033091,
sub-r034s007,4.123105625617661,
sub-r034s008,33.76388603226827,
sub-r034s009,34.438350715445125,
sub-r034s010,88.23264701911646,
sub-r034s011,41.96427051671457,
sub-r034s012,82.00609733428362,
sub-r034s013,3.605551275463989,
sub-r034s014,54.378304497290095,
sub-r034s015,46.74398357008097,
sub-r034s021,54.42425929675111,
sub-r034s022,56.08029957123981,
sub-r034s025,4.0,
sub-r034s026,7.280109889280518,
sub-r034s032,51.15662224971465,
sub-r034s033,50.44799302251776,
sub-r034s036,42.34383071948026,
sub-r034s037,73.08214556237385,
sub-r034s039,7.0710678118654755,
sub-r034s040,38.17066936798463,
sub-r034s046,61.7980582219215,
sub-r034s047,54.67174773134658,
sub-r034s048,27.820855486487112,
sub-r035s003,57.584720195551874,
sub-r035s005,51.70106381884226,
sub-r035s006,3.0,
sub-r035s007,50.6458290484024,
sub-r035s011,33.71943060017473,
sub-r035s012,13.0,
sub-r035s013,66.73080248281148,
sub-r035s014,7.874007874011811,
sub-r038s005,7.3484692283495345,
sub-r038s006,33.85262175962151,
sub-r038s007,66.91786009728644,
sub-r038s010,102.73266277090262,
sub-r038s014,9.797958971132712,
sub-r038s016,48.104053883222775,
sub-r038s017,7.54983443527075,
sub-r038s018,77.62087348130012,
sub-r038s020,42.23742416388575,
sub-r038s021,74.2630459919333,
sub-r038s022,56.3382640840131,
sub-r038s023,69.6921803361037,
sub-r038s024,76.97402159170326,
sub-r038s025,8.306623862918075,
sub-r038s026,90.69178573608527,
sub-r038s028,13.0,
sub-r038s032,43.68065933568311,
sub-r038s033,54.01851534427802,
sub-r038s035,64.07807737440318,
sub-r038s036,68.59300255857006,
sub-r038s040,5.0990195135927845,
sub-r038s041,46.79743582719036,
sub-r038s043,14.45683229480096,
sub-r038s047,51.0,
sub-r038s048,13.038404810405298,
sub-r038s049,12.0,
sub-r038s054,43.68065933568311,
sub-r038s056,10.63014581273465,
sub-r038s057,42.05948168962618,
sub-r038s058,37.013511046643494,
sub-r038s060,12.0,
sub-r038s061,40.23679907746142,
sub-r038s064,76.73982017179868,
sub-r038s065,48.28043081829324,
sub-r038s067,81.94510357550352,
sub-r038s068,115.13470371699404,
sub-r038s069,61.514225996918796,
sub-r038s071,9.273618495495704,
sub-r038s074,55.452682532047085,
sub-r038s078,6.48074069840786,
sub-r038s081,12.24744871391589,
sub-r038s082,65.99242380758567,
sub-r038s084,7.0710678118654755,
sub-r038s085,68.22023160324215,
sub-r038s089,40.80441152620633,
sub-r038s091,31.559467676119,
sub-r038s093,102.09799214480175,
sub-r038s096,42.37924020083418,
sub-r038s097,71.18286310622803,
sub-r039s002,43.41658669218482,
sub-r039s003,43.23193264243457,
sub-r040s001,46.51881339845203,
sub-r040s002,44.429719783046124,
sub-r040s004,58.8387627334226,
sub-r040s008,83.09632964216891,
sub-r040s010,7.810249675906654,
sub-r040s011,45.617978911828175,
sub-r040s013,57.59340239992772,
sub-r040s015,5.0,
sub-r040s016,60.88513775955508,
sub-r040s017,62.25752966509352,
sub-r040s020,27.477263328068172,
sub-r040s022,70.8237248385031,
sub-r040s024,66.94774081326419,
sub-r040s028,11.313708498984761,
sub-r040s030,11.789826122551595,
sub-r040s031,11.357816691600547,
sub-r040s032,46.04345773288535,
sub-r040s037,12.806248474865697,
sub-r040s039,99.36800289831733,
sub-r040s042,8.18535277187245,
sub-r040s043,37.66961640367472,
sub-r040s044,17.029386365926403,
sub-r040s045,59.0,
sub-r040s046,75.11324783285569,
sub-r040s047,55.4346462061408,
sub-r040s048,50.86255990411808,
sub-r040s049,81.80464534487024,
sub-r040s051,62.56196927846821,
sub-r040s053,8.06225774829855,
sub-r040s054,59.413803110051795,
sub-r040s056,81.73738434767778,
sub-r040s059,29.017236257093817,
sub-r040s063,98.32090316916337,
sub-r040s064,45.727453460694704,
sub-r040s067,6.4031242374328485,
sub-r040s069,5.0,
sub-r040s070,91.08786966440702,
sub-r040s071,43.289721643826724,
sub-r040s072,7.810249675906654,
sub-r040s074,50.38849074937649,
sub-r040s075,34.292856398964496,
sub-r040s076,51.67204273105525,
sub-r040s078,40.80441152620633,
sub-r040s085,85.59205570612264,
sub-r040s086,13.0,
sub-r042s001,86.28441342444185,
sub-r042s003,59.665735560705194,
sub-r042s004,69.26037828369117,
sub-r042s008,4.242640687119285,
sub-r042s010,21.02379604162864,
sub-r042s011,24.166091947189145,
sub-r042s013,30.083217912982647,
sub-r042s015,25.059928172283335,
sub-r042s018,4.242640687119285,
sub-r042s021,12.24744871391589,
sub-r042s023,12.409673645990857,
sub-r042s025,6.6332495807108,
sub-r042s028,4.0,
sub-r042s029,8.18535277187245,
sub-r042s030,52.40229002629561,
sub-r042s032,3.7416573867739413,
sub-r042s033,43.64630568559039,
sub-r042s035,35.86084215408221,
sub-r044s002,11.313708498984761,
sub-r044s003,8.94427190999916,
sub-r045s002,2.0,
sub-r045s003,3.1622776601683795,
sub-r046s001,17.72004514666935,
sub-r046s005,12.041594578792296,
sub-r046s006,69.38299503480663,
sub-r046s007,56.471231613982,
sub-r046s008,29.154759474226502,
sub-r046s011,31.32091952673165,
sub-r046s012,53.75872022286245,
sub-r047s001,4.0,
sub-r047s006,49.28488612140643,
sub-r047s007,13.379088160259652,
sub-r047s010,12.727922061357855,
sub-r047s013,63.7102817447859,
sub-r047s014,23.727621035409346,
sub-r047s015,59.91660871578097,
sub-r047s016,48.47679857416329,
sub-r047s017,62.27358990776106,
sub-r047s018,7.615773105863909,
sub-r047s021,5.0,
sub-r047s026,4.358898943540674,
sub-r047s027,9.219544457292887,
sub-r047s031,6.48074069840786,
sub-r047s035,9.273618495495704,
sub-r047s036,80.23714850367004,
sub-r047s037,9.848857801796104,
sub-r047s038,9.055385138137417,
sub-r047s039,29.017236257093817,
sub-r047s041,3.605551275463989,
sub-r047s043,34.655446902326915,
sub-r047s044,23.043437243605826,
sub-r047s046,35.0,
sub-r047s048,72.11795892841117,
sub-r047s050,62.617888817813075,
sub-r048s002,3.7416573867739413,
sub-r048s004,3.0,
sub-r048s006,16.911534525287763,
sub-r048s008,8.54400374531753,
sub-r048s010,10.816653826391969,
sub-r048s011,107.39646176667088,
sub-r048s012,4.58257569495584,
sub-r048s014,75.82216034906945,
sub-r048s015,4.123105625617661,
sub-r048s016,7.0,
sub-r048s018,3.3166247903554,
sub-r048s021,27.202941017470888,
sub-r048s022,61.27805479941412,
